Dropping Center Code,Date of Material Collection (DD/MM/YY),Number of Bags loaded in vehicle ,Material weight (In KGs),Vehicle Category,How much vehicle is filled,Type,To which PU/Center material is being sent
2025/UTR/DC/7251,11/4/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/7251,11/22/2024,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/7251,12/6/2024,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2023/UTR/Drop/015,19/06/2023,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Dhalwala
2023/UTR/Drop/015,11/07/2023,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Dhalwala
2023/UTR/Drop/015,07/07/2023,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Dhalwala
2023/UTR/Drop/015,24/07/2023,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Dhalwala
2023/UTR/Drop/015,31/07/2023,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Dhalwala
2023/UTR/Drop/015,08/08/2023,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Dhalwala
2023/UTR/Drop/015,24/08/2023,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Rishikesh Dhalwala
2023/UTR/Drop/015,19/09/2023,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Rishikesh Dhalwala
2025/UTR/DC/5702,20/04/2023,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5702,22/11/2023,Imported Dispatches,1200,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5702,30/12/2023,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5702,17/06/2024,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/WEB/DC/5681,15/04/2023,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,11/05/2023,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,26/05/2023,Imported Dispatches,250,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,28/08/2023,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,02/10/2023,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,12/10/2023,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,19/10/2023,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,21/06/2023,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,30/10/2023,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,01/12/2023,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,14/12/2023,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,07/03/2024,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,02/04/2024,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,18/04/2024,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,02/05/2024,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,26/07/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,07/08/2024,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,28/08/2024,Imported Dispatches,350,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,10/9/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,10/19/2024,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,10/28/2024,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,11/2/2024,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,11/16/2024,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,12/2/2024,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,12/16/2024,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5681,1/9/2025,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,23/12/2023,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,24/01/2024,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,06/02/2024,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,09/03/2024,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,07/05/2024,Imported Dispatches,250,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,30/05/2024,Imported Dispatches,250,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,31/07/2024,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,12/08/2024,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,9/20/2024,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,10/5/2024,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,10/19/2024,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,10/28/2024,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,11/25/2024,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,12/5/2024,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,12/18/2024,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,1/2/2025,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,23/06/2021,Imported Dispatches,50,Auto,Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,12/07/2021,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,14/08/2021,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,19/08/2021,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,25/08/2021,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,21/09/2021,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,27/09/2021,Imported Dispatches,50,Auto,Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,03/12/2021,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,02/02/2022,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,23/02/2022,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,14/06/2022,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,18/07/2022,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,20/07/2022,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,09/08/2022,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,13/09/2022,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,29/09/2022,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,22/10/2022,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,03/11/2022,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,10/11/2022,Imported Dispatches,50,Auto,Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,02/12/2022,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,16/12/2022,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,14/01/2023,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,11/02/2023,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,11/02/2023,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,01/04/2023,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,27/04/2023,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,20/05/2023,Imported Dispatches,50,Auto,Full,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,19/09/2023,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,03/08/2023,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,26/08/2023,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,11/07/2023,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,28/07/2023,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,01/06/2023,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,10/06/2023,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,22/06/2023,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,26/06/2023,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,29/09/2023,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,12/10/2023,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,13/10/2023,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,16/10/2023,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5670,18/11/2023,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,11/01/2024,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,21/02/2024,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,02/04/2024,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,17/06/2021,Imported Dispatches,18,Cab,Full,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,12/08/2021,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,01/09/2021,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,04/12/2021,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,14/01/2022,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,07/05/2022,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,21/06/2022,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,24/06/2022,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,30/06/2022,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,01/08/2022,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,15/09/2022,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,29/08/2022,Imported Dispatches,300,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,07/10/2022,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,04/11/2022,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,10/11/2022,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,13/04/2023,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,20/05/2023,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,01/09/2023,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,03/08/2023,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,26/08/2023,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2023/WEB/Drop/006,06/06/2023,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
2025/DEL/DC/5767,9/30/2024,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5767,10/19/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/DEL/DC/5767,1/24/2025,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/RAJ/DC/5762,30/07/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/RAJ/DC/5762,10/23/2024,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/Drop/010,28/12/2023,Imported Dispatches,1250,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/Drop/010,10/26/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/Drop/010,11/29/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2024/UPD/Drop/010,1/6/2025,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Delhi
2025/UTR/DC/5662,19/02/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,04/03/2024,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,21/03/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,01/04/2024,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,08/04/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,02/05/2024,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,17/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,30/05/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,08/06/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,17/06/2024,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,01/07/2024,Imported Dispatches,1000,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,08/07/2024,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,03/09/2024,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,9/3/2024,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,9/23/2024,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,10/12/2024,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,10/28/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,11/2/2024,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,11/13/2024,Imported Dispatches,1500,Tata 407 (2500 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,12/4/2024,Imported Dispatches,800,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,12/21/2024,Imported Dispatches,900,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5662,1/3/2025,Imported Dispatches,700,Pickup 8ft (1250 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5664,11/9/2024,Imported Dispatches,600,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5664,11/13/2024,Imported Dispatches,500,Tata Ace (750 KG),Full,Dropping Center,Goonj Dehradun
2025/UTR/DC/5664,12/7/2024,Imported Dispatches,150,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Dehradun
2025/UTR/DC/5664,12/30/2024,Imported Dispatches,400,Eco (500 KG) Champion (500 KG),Full,Dropping Center,Goonj Dehradun
2025/WEB/DC/5671,12/19/2024,Imported Dispatches,200,Eco (500 KG) Champion (500 KG),2/4,Dropping Center,Goonj Kolkata - PU
2025/WEB/DC/5671,12/31/2024,Imported Dispatches,100,Eco (500 KG) Champion (500 KG),1/4,Dropping Center,Goonj Kolkata - PU
